bandgap_energy_ev,formation_energy_ev_natom,id
1.5150946378707886,0.20538657903671265,1
3.7096853256225586,0.0653289258480072,2
3.5258708000183105,0.1615193486213684,3
2.964721918106079,0.02425098419189453,4
1.4855144023895264,0.14876821637153625,5
4.447965621948242,0.07582837343215942,6
3.278801202774048,0.06714051961898804,7
2.1477479934692383,0.12388762831687927,8
2.701162576675415,0.061102211475372314,9
2.9606239795684814,0.23531761765480042,10
1.8348772525787354,0.19336619973182678,11
2.7102112770080566,0.09708791971206665,12
1.0377497673034668,0.3285270929336548,13
2.0066750049591064,0.18139323592185974,14
0.9709992408752441,0.06337141990661621,15
3.5162100791931152,0.2519102692604065,16
1.686671495437622,0.20701202750205994,17
2.365964412689209,0.21232059597969055,18
1.2849775552749634,0.3678697645664215,19
1.4055793285369873,0.19071289896965027,20
1.8788572549819946,0.07649192214012146,21
2.9579789638519287,0.15333479642868042,22
1.8285071849822998,0.1697854995727539,23
3.1433842182159424,0.17095381021499634,24
2.6771974563598633,0.022283732891082764,25
1.0599180459976196,0.1400376856327057,26
1.2989870309829712,0.24817192554473877,27
1.842305302619934,0.21690058708190918,28
1.187066912651062,0.11943918466567993,29
1.9781461954116821,0.23149648308753967,30
1.0374575853347778,0.25221166014671326,31
1.934067964553833,0.13426753878593445,32
1.5548239946365356,0.12003231048583984,33
1.853522539138794,0.18242019414901733,34
0.9585875272750854,0.04257112741470337,35
0.8494013547897339,0.21020102500915527,36
3.579528331756592,0.16095930337905884,37
1.4019544124603271,0.14339429140090942,38
2.034057140350342,0.24298560619354248,39
3.399458646774292,0.10652130842208862,40
3.948002338409424,0.057997047901153564,41
3.1518819332122803,0.15622878074645996,42
3.948002338409424,0.057997047901153564,43
1.3462127447128296,0.19858971238136292,44
0.6661745309829712,0.2731967270374298,45
3.9377410411834717,0.04007613658905029,46
2.0463814735412598,0.20399034023284912,47
1.8654192686080933,0.2627750635147095,48
3.4996824264526367,0.23011896014213562,49
1.2075834274291992,0.11943918466567993,50
2.0415964126586914,0.1325957477092743,51
1.656341552734375,0.0948706865310669,52
1.8149921894073486,0.23113644123077393,53
2.6677072048187256,0.26621952652931213,54
2.6486263275146484,0.14333811402320862,55
0.5084813237190247,0.2788774371147156,56
2.2441887855529785,0.20510080456733704,57
2.3952393531799316,0.27859699726104736,58
0.932654857635498,0.1897769272327423,59
2.776069164276123,0.13638409972190857,60
0.4629107117652893,0.27688586711883545,61
