id,formation_energy_ev_natom,bandgap_energy_ev
1,0.20112231373786926,1.5782076120376587
2,0.05437040328979492,3.7225341796875
3,0.16058439016342163,3.5411226749420166
4,0.030152320861816406,2.9485232830047607
5,0.14083975553512573,1.5241355895996094
6,0.058632493019104004,4.3988542556762695
7,0.06765136122703552,3.2308106422424316
8,0.13592898845672607,2.122537136077881
9,0.0616622269153595,2.6616172790527344
10,0.23995879292488098,2.988506317138672
11,0.20513740181922913,1.875886082649231
12,0.09650373458862305,2.7142679691314697
13,0.32516729831695557,1.0102567672729492
14,0.16902217268943787,1.9144572019577026
15,0.06569138169288635,0.9636610746383667
16,0.2603999972343445,3.549985885620117
17,0.20962712168693542,1.7391371726989746
18,0.20264166593551636,2.363564968109131
19,0.37738487124443054,1.2109389305114746
20,0.18589627742767334,1.4280219078063965
21,0.08315601944923401,1.859370470046997
22,0.15009433031082153,2.9630179405212402
23,0.1714566946029663,1.775950312614441
24,0.1698148250579834,3.1732120513916016
25,0.026444435119628906,2.628509759902954
26,0.14500588178634644,1.0140939950942993
27,0.24524423480033875,1.3021440505981445
28,0.21720147132873535,1.885043978691101
29,0.11557680368423462,1.1923854351043701
30,0.22339236736297607,1.9641529321670532
31,0.2511260211467743,1.0605040788650513
32,0.141374409198761,1.9258137941360474
33,0.11173531413078308,1.576948642730713
34,0.17707112431526184,1.8361817598342896
35,0.04305967688560486,0.9444209337234497
36,0.22247880697250366,0.7792021036148071
37,0.16058439016342163,3.613980293273926
38,0.1486009657382965,1.455003261566162
39,0.25097891688346863,1.9557777643203735
40,0.10760325193405151,3.407085418701172
41,0.06178364157676697,3.9548678398132324
42,0.15009433031082153,3.1703946590423584
43,0.06178364157676697,3.9548678398132324
44,0.2008529007434845,1.350188970565796
45,0.3017207980155945,0.6194352507591248
46,0.03156885504722595,3.932424545288086
47,0.19719567894935608,2.0021824836730957
48,0.26014038920402527,1.9161230325698853
49,0.2244807481765747,3.5824966430664062
50,0.11922374367713928,1.2046353816986084
51,0.14348530769348145,2.0960378646850586
52,0.09279730916023254,1.706127405166626
53,0.2372436225414276,1.7203292846679688
54,0.2656840682029724,2.5476632118225098
55,0.13088363409042358,2.849687337875366
56,0.28291893005371094,0.48430120944976807
57,0.20051982998847961,2.3195955753326416
58,0.28953468799591064,2.2263123989105225
59,0.20850443840026855,0.9050073623657227
60,0.14378154277801514,2.821852445602417
61,0.26423966884613037,0.5387862920761108
62,0.1714566946029663,1.7470842599868774
63,0.32977038621902466,1.7147853374481201
64,0.22683030366897583,3.33931565284729
65,0.3509007692337036,1.0490221977233887
66,0.06400933861732483,2.814398765563965
67,0.06765136122703552,3.2308106422424316
68,0.20434916019439697,2.222851276397705
69,0.22511321306228638,3.461761951446533
70,0.29725995659828186,1.6253674030303955
71,0.06352806091308594,2.581566095352173
72,0.10594558715820312,3.032330274581909
73,0.05072695016860962,2.297224998474121
74,0.13252699375152588,1.9464607238769531
75,0.25394561886787415,1.7263017892837524
76,0.27755576372146606,2.604142427444458
77,0.33860528469085693,1.0144848823547363
78,0.24479830265045166,2.349672794342041
79,0.18200242519378662,2.4323949813842773
80,0.24524423480033875,1.2355700731277466
81,0.10760325193405151,3.407085418701172
82,0.06444761157035828,3.503281593322754
83,0.23339542746543884,1.028903603553772
84,0.0786973237991333,1.0257580280303955
85,0.10760325193405151,3.407085418701172
86,0.20233717560768127,2.8760905265808105
87,0.051980823278427124,3.2477385997772217
88,0.05138498544692993,2.62662672996521
89,0.09709486365318298,4.32398796081543
90,0.3343700170516968,1.5051777362823486
91,0.0977247953414917,4.454185485839844
92,0.19834598898887634,0.7952147722244263
