id,formation_energy_ev_natom,bandgap_energy_ev
1,0.15659298903341323,1.7116921023763325
2,0.1828105396336781,3.3910653118779237
3,0.15704807175733038,3.4120537983251324
4,0.08166907583357386,2.9469108995237434
5,0.11355918066364268,1.653535009484699
6,0.19870102350297714,3.9792976489057423
7,0.06815468670032487,3.1749981548097708
8,0.11320275379831912,2.1610602537557497
9,0.11457631107766986,2.617126297107461
10,0.19821648421192606,3.1413770067870246
11,0.13172660092374144,2.2638820504033106
12,0.07949218891563703,2.8742334428430922
13,0.28078258305789916,1.2322071864612099
14,0.21244593362776243,1.9980345807436493
15,0.16302185200224528,0.6917431792730326
16,0.2761086271527802,3.1745956240239366
17,0.1335001054145124,2.0228449228609406
18,0.14760652097444904,2.589955453650475
19,0.30333561942624954,1.748038341288634
20,0.16050689042423016,1.4444975169118948
21,0.05851920774424002,1.9524128523622721
22,0.17655992479090798,2.879813647589856
23,0.1487748300484526,1.7991602160211073
24,0.20543654826352054,3.0974788042603905
25,0.054264168459127404,2.5651604737878984
26,0.1991686768017047,0.4372551764147943
27,0.17955515320788606,1.54269326276426
28,0.16127330967466946,2.2550872424314434
29,0.12145799726225448,1.1681617966853537
30,0.190784073766622,2.2464799029690425
31,0.17591152545132616,1.0865332749951904
32,0.12916654554821605,2.0447644399797014
33,0.2148308968469479,1.1463827179246096
34,0.15660243034999155,1.9081261709973774
35,0.1594862600205431,0.6117593553848337
36,0.21143525548156106,0.4129209907582094
37,0.15447099632197592,3.596268709120352
38,0.11902120878302469,1.7939108799739643
39,0.19814653710220398,2.2439920751044724
40,0.1302967266761641,3.2278281196271905
41,0.0954189778355925,3.613444407698694
42,0.2009203167415592,3.156115914784607
43,0.0954189778355925,3.613444407698694
44,0.18420624688518217,1.5424922306420399
45,0.2865363401211596,0.5789612873776946
46,0.08784975919392934,3.582413851967715
47,0.16444240480484495,2.0174673381548587
48,0.22029964280365277,2.2380919128053733
49,0.2712113015886217,3.034213456310681
50,0.11737442382676022,1.2273218347107218
51,0.12524831891201416,2.162858079510613
52,0.10208988255081408,1.594443732749255
53,0.18722823203401617,1.884908659358473
54,0.24331180706546718,2.697233128037851
55,0.2089553025755606,2.4159459997180193
